,Latitude,Longitude,Unit,Sub_Type,Gear,Result,Infraction,CFR,Vessel_Type,Main fishing gear,LOA,LBP,Tonnage GT,Other tonnage,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Year of construction,real_local,Local_Name,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,XIV,number_infracs,Year,Month,Day,Period,NUTSII_Code
4813,39º36´30.45N,9º5´14.02W,Unit_7,Traps,Traps,PRESUM,IX XII XIV,CFR_1226,MOX,GNS,10.0,,27.9,3.0,23.0,,3.0,2008.0,2008.0,PTNZR,Nazare,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2019,5,6,2,PT16
4814,39º32´34.43N,9º8´25.72W,Unit_7,Longline,Longline,LEGAL,,NOCFR_437,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,6,2,
4815,37º52´31.80N,25º59´34.22W,Unit_20,Line fishing vessel,Handline,PRESUM,XIV,CFR_858,MOX,LHP,14.2,,31.3,,137.0,,1.0,1998.0,1972.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,14,2,PT20
4816,37º52´17.68N,25º54´15.92W,Unit_20,Line fishing vessel,Handline,PRESUM,XIV,CFR_1227,MOX,LHP,4.3,10.0,29.5,,61.7,,1.0,1999.0,1999.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,14,2,PT20
4817,37º53´29.96N,25º54´34.76W,Unit_20,Line fishing vessel,Handline,LEGAL,,CFR_891,MOX,LHP,8.3,7.9,22.0,,90.2,,1.0,1998.0,1998.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,14,2,PT20
4818,37º2´21.28N,8º41´13.03W,Unit_15,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_235,FX,GNS,9.7,,8.6,12.0,0.3,,1.0,1959.0,1959.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,9,2,PT18
4819,37º2´32.58N,8º41´2.09W,Unit_15,Traps,Pound nets,LEGAL,,CFR_43,MOX,GNS,14.4,,29.7,11.0,75.1,,1.0,1963.0,1963.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,10,2,PT15
4820,37º2´59.94N,8º36´33.28W,Unit_15,Traps,Pound nets,LEGAL,,NOCFR_125,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,13,3,
4821,41º56´45.55N,8º45´2.34W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_50,MOX,GTR,1.6,6.9,35.1,,6.5,,2.0,1994.0,1993.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,13,4,PT11
4822,41º56´8.92N,8º45´38.23W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_49,FX,GTR,2.6,,25.1,2.0,16.5,,2.0,1996.0,1995.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,13,4,PT11
4823,36º56´42.93N,7º51´32.69W,Unit_5,Traps,Pound nets,LEGAL,,CFR_353,MOX,FPO,8.5,5.1,14.7,,58.3,,3.0,2008.0,2008.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,9,2,PT15
4824,36º55´41.95N,7º51´50.45W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_460,MOX,GNS,9.9,10.6,13.7,19.0,12.4,,1.0,1950.0,1950.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,9,2,PT15
4825,36º57´47.79N,7º50´21.71W,Unit_5,Traps,Pound nets,LEGAL,,NOCFR_7,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,9,2,
4826,41º38´10.74N,9º6´52.77W,Unit_21,Unknown,Trawl,LEGAL,,CFR_513,TTW,OTB,26.3,24.8,222.2,170.0,605.4,,2.0,1988.0,1988.0,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,13,3,PT16
4827,37º1´23.58N,8º27´27.17W,Unit_15,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1228,MOX,GNS,6.5,,6.9,,99.5,40.0,3.0,2009.0,2009.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,10,2,PT15
4828,36º59´10.93N,25º9´31.08W,Unit_20,Longline,Longline,PRESUM,X XIV,CFR_824,LL,LLS,9.4,9.3,6.8,,121.7,,1.0,2005.0,2005.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2019,5,15,2,PT20
4829,37º31´23.20N,25º8´45.65W,Unit_20,Multipurpose,All,PRESUM,XI,CFR_1229,LP,LHP,17.1,10.1,59.7,,36.2,,3.0,2024.0,2024.0,PTVDP,Vila do Porto,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019,5,15,3,PT20
4830,41º55´9.68N,8º46´22.68W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_5,FX,GTR,6.8,,15.3,1.0,67.3,10.0,2.0,1996.0,1996.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,16,4,PT11
4831,41º54´26.06N,8º49´0.42W,Unit_4,Gillnet/trammel net,Trammel nets,PRESUM,XIV,CFR_194,MOX,GTR,3.1,,17.9,2.0,27.8,,3.0,1996.0,1995.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,16,4,PT11
4832,41º59´3.38N,8º41´53.99W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1208,MOX,GTR,4.9,,0.2,1.0,62.4,,3.0,2002.0,2002.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,17,1,PT11
4833,41º54´33.64N,8º47´40.40W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_243,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,17,1,
4834,42º0´56.64N,8º38´57.62W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_6,MOX,GTR,6.3,,12.4,,73.8,,3.0,2009.0,2006.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,17,1,PT11
4835,42º2´33.54N,8º38´18.06W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1230,MOX,GTR,4.0,,5.5,1.0,51.2,10.0,3.0,1994.0,1994.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,17,1,PT11
4836,41º59´40.40N,8º40´36.29W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_199,MOX,GTR,3.6,,11.9,1.0,43.0,,3.0,1997.0,1997.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,17,1,PT11
4837,37º2´14.04N,8º23´12.23W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1148,MOX,GNS,12.7,10.7,10.7,24.0,36.7,,1.0,1996.0,1996.0,PTPDV,Povoa de Varzim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,18,2,PT11
4838,36º49´20.98N,8º1´41.97W,Unit_18,Trawl,Trawl,LEGAL,,CFR_248,TTP,OTB,24.1,18.8,173.6,119.0,398.5,,2.0,1999.0,1998.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,18,3,PT15
4839,39º18´24.53N,9º26´13.58W,Unit_7,Traps,Traps,LEGAL,,CFR_1231,FX,FPO,8.6,,6.6,4.0,24.0,,1.0,1944.0,1944.0,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,20,2,PT16
4840,39º19´50.85N,9º23´7.90W,Unit_7,Traps,Traps,PRESUM,XIII,NOCFR_138,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2019,5,20,2,
4841,39º19´9.94N,9º22´20.13W,Unit_7,Traps,Traps,PRESUM,XIII,CFR_1089,MOX,GNS,4.7,8.0,18.9,3.0,1.6,,3.0,1996.0,1996.0,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2019,5,20,2,PT16
4842,37º16´43.84N,24º41´9.71W,Unit_20,Multipurpose,All,PRESUM,XI XIV,CFR_1031,MOX,LHP,14.0,15.9,40.9,,293.8,,2.0,2003.0,2003.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2019,5,16,1,PT20
4843,37º0´9.66N,8º27´34.32W,Unit_15,Longline,Longline,PRESUM,X,CFR_723,MOX,LLS,5.9,,0.3,2.0,93.6,10.0,3.0,2004.0,2004.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019,5,15,2,PT15
4844,36º58´13.93N,8º11´52.15W,Unit_15,Traps,Pound nets,LEGAL,,CFR_264,FX,GTR,3.9,,18.6,,1.3,,3.0,1998.0,1998.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,15,2,PT15
4845,41º56´14.34N,8º44´34.73W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_414,MOX,GTR,4.2,,8.3,,13.4,,3.0,2005.0,2005.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,13,4,PT11
4846,36º56´1.84N,7º54´44.16W,Unit_5,Traps,Pound nets,LEGAL,,CFR_401,FX,FPO,7.4,,3.6,4.0,80.1,,1.0,1965.0,1965.0,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,15,2,PT15
4847,36º56´20.59N,7º57´58.02W,Unit_5,Traps,Pound nets,LEGAL,,CFR_134,MOX,FPO,9.8,,13.1,6.0,56.1,,1.0,1993.0,1983.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,15,2,PT15
4848,37º4´34.01N,8º40´53.15W,Unit_5,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_104,MOX,GNS,5.4,5.3,27.0,,13.4,,2.0,1998.0,1997.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,16,2,PT15
4849,37º3´59.11N,8º31´49.49W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_15,MOX,GNS,4.1,,23.3,3.0,48.7,40.0,3.0,1996.0,1996.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,20,2,PT15
4850,36º54´38.08N,8º31´34.20W,Unit_5,Trawl,Trawl,LEGAL,,CFR_896,TTW,OTB,33.4,28.9,256.5,,701.7,,2.0,1973.0,1973.0,PTLEI,Leixoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,21,2,PT11
4851,36º49´48.61N,8º38´0.04W,Unit_5,Trawl,Trawl,LEGAL,,CFR_241,TTP,OTB,27.8,25.7,233.6,148.0,381.9,,2.0,2001.0,2001.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,21,3,PT15
4852,36º48´12.90N,8º8´54.92W,Unit_15,Trawl,Trawl,LEGAL,,CFR_1175,TTW,OTB,27.2,,86.2,38.0,114.9,40.0,3.0,2013.0,2013.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,22,2,PT15
4853,41º58´21.55N,7º53´38.61W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_821,MOX,GTR,4.3,,6.4,1.0,22.3,,2.0,1992.0,1992.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,22,4,PT11
4854,41º58´47.08N,8º43´24.67W,Unit_4,Gillnet/trammel net,All,LEGAL,,CFR_146,MOX,GTR,1.6,,32.2,1.0,9.5,10.0,2.0,1990.0,1989.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,22,4,PT11
4855,41º58´56.30N,8º42´3.92W,Unit_4,Gillnet/trammel net,Trammel nets,PRESUM,XIV,NOCFR_529,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,22,4,
4856,41º59´44.69N,8º40´53.33W,Unit_4,Gillnet/trammel net,All,LEGAL,,CFR_1215,MOX,GTR,5.1,,3.8,1.0,34.5,10.0,3.0,1995.0,1995.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,23,1,PT11
4857,41º54´53.11N,8º47´57.93W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_195,MOX,GTR,2.9,,21.8,1.0,7.8,10.0,2.0,1994.0,1993.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,23,1,PT11
4858,41º59´20.53N,8º40´47.25W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_285,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,23,1,
4859,36º58´40.46N,8º5´44.56W,Unit_18,Traps,Pots,LEGAL,,CFR_526,MOX,LLS,10.7,8.8,12.4,11.0,51.8,,3.0,2003.0,2003.0,PTSAG,Sagres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,22,2,PT15
4860,38º33´13.25N,29º29´37.46W,Unit_20,Multipurpose,Handline,PRESUM,XIV,CFR_862,LP,LHP,30.1,24.2,188.0,168.0,654.8,,2.0,1999.0,1999.0,PTHOR,Horta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,28,3,PT20
4861,38º13´15.03N,28º39´32.60W,Unit_20,Longline,Longline,PRESUM,XI XIV,CFR_28,LL,LLS,10.6,,5.9,35.0,104.7,,3.0,1983.0,1983.0,PTHOR,Horta,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2019,5,28,4,PT20
4862,38º26´8.98N,9º1´50.70W,Unit_10,Traps,Pots,LEGAL,,CFR_487,MOX,GNS,7.8,,15.8,9.0,34.5,,1.0,1960.0,1959.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,23,3,PT17
4863,38º25´34.05N,8º56´47.34W,Unit_10,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_653,MOX,GTR,14.7,,46.8,6.0,37.6,,1.0,1980.0,1981.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,24,2,PT17
4864,38º22´30.31N,8º55´31.70W,Unit_10,Seine net,Purse seine,PRESUM,I,CFR_229,SP,PS,23.7,24.5,93.8,129.0,354.2,,3.0,1994.0,1994.0,PTSSB,Sesimbra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,5,27,2,PT17
4865,36º45´45.57N,8º10´6.08W,Unit_18,Trawl,Gillnetting,LEGAL,,CFR_467,TTW,OTB,26.2,22.1,202.1,120.0,531.3,,2.0,2005.0,2006.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,24,3,PT15
4866,36º53´54.48N,8º4´19.39W,Unit_18,Trawl,Trawl,LEGAL,,NOCFR_287,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,26,3,
4867,37º8´32.53N,7º32´52.50W,Unit_18,Gillnet/trammel net,Gillnetting,PRESUM,XIV,CFR_1232,MOX,GTR,5.7,,1.7,2.0,19.6,,3.0,1997.0,1997.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,27,2,PT15
4868,37º8´59.71N,7º26´11.90W,Unit_18,Traps,Pots,LEGAL,,CFR_1213,MOX,GNS,4.6,,17.8,3.0,20.2,,3.0,1997.0,1997.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,27,2,PT15
4869,37º4´57.03N,8º32´36.78W,Unit_18,Traps,Pots,PRESUM,XIV,CFR_1001,MOX,FPO,10.1,,17.0,13.0,106.1,,1.0,1930.0,1930.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,5,23,2,PT15
4870,37º2´30.07N,8º20´58.50W,Unit_18,Traps,Pots,LEGAL,,CFR_72,MOX,GNS,14.3,11.8,34.0,15.0,1.7,,3.0,2009.0,2009.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,23,2,PT15
4871,37º2´49.27N,8º21´57.93W,Unit_18,Traps,Pots,LEGAL,,CFR_201,MOX,FPO,14.8,,24.9,11.0,106.8,,1.0,1945.0,1945.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,23,2,PT15
4872,36º57´55.62N,7º40´39.96W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_166,MOX,GTR,15.5,,31.1,15.0,66.4,,1.0,1965.0,1965.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,27,2,PT15
4873,37º2´59.91N,8º27´55.69W,Unit_5,Traps,Pound nets,LEGAL,,CFR_661,MOX,GNS,7.9,,5.2,,3.2,,1.0,1952.0,1952.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,28,2,PT15
4874,37º3´51.24N,8º22´43.42W,Unit_5,Traps,Pound nets,LEGAL,,CFR_1001,MOX,FPO,14.0,,16.8,13.0,45.3,,1.0,1940.0,1940.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,28,2,PT15
4875,38º22´47.73N,8º58´13.89W,Unit_10,Seine net,Purse seine,LEGAL,,CFR_380,SP,PS,19.8,21.6,47.5,65.0,414.6,,1.0,1990.0,1990.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,24,2,PT17
4876,38º18´47.54N,28º49´35.46W,Unit_20,Longline,All,LEGAL,,CFR_29,MOX,LHP,8.2,11.0,0.3,10.0,56.9,,2.0,2003.0,2002.0,PTHOR,Horta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,29,2,PT20
4877,38º9´19.29N,29º3´15.51W,Unit_20,Longline,All,PRESUM,X XIV,CFR_816,LL,LLS,26.0,25.2,197.0,163.0,495.5,,2.0,1986.0,1986.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2019,5,29,3,PT20
4878,38º15´37.42N,8º48´12.95W,Unit_10,Seine net,Purse seine,LEGAL,,CFR_169,SP,PS,21.7,21.7,45.9,48.0,213.7,,1.0,1989.0,1989.0,PTDOU,Douro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,29,2,PT11
4879,36º56´41.66N,8º5´1.82W,Unit_18,Traps,Pots,LEGAL,,CFR_165,MOX,GNS,12.1,13.4,9.1,13.0,36.8,,1.0,1995.0,1994.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,29,2,PT15
4880,37º5´8.09N,8º31´38.77W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_523,MOX,GNS,7.2,7.8,2.4,8.0,17.1,,3.0,1994.0,1994.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,29,2,PT15
4881,38º22´52.89N,9º14´0.27W,Unit_29,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_457,FX,GNS,9.8,,4.1,12.0,144.7,,1.0,1978.0,1978.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,18,3,PT17
4882,38º26´45.23N,9º15´56.51W,Unit_10,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_427,FX,GNS,6.1,,18.8,6.0,61.3,,1.0,1953.0,1953.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5,31,2,PT18
4883,40º53´39.94N,29º15´52.16W,Unit_20,Longline,Longline,PRESUM,X,CFR_255,LL,LLD,29.7,25.8,243.5,125.0,391.5,,2.0,2002.0,2002.0,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019,6,3,2,PT16
4884,39º37´5.73N,29º22´23.28W,Unit_20,Longline,Longline,PRESUM,X XI XIV,CFR_107,LL,LLS,21.9,23.3,123.8,98.0,318.0,,3.0,1982.0,1982.0,PTVDP,Vila do Porto,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2019,6,3,3,PT20
4885,38º26´8.79N,9º13´35.10W,Unit_10,Seine net,Purse seine,LEGAL,,CFR_873,SP,PS,22.2,20.7,84.2,,410.1,,2.0,2016.0,2016.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,3,2,PT11
4886,38º24´29.18N,9º3´27.40W,Unit_10,Traps,Traps,LEGAL,,CFR_18,MOX,GNS,10.3,,7.6,7.0,12.3,,1.0,1974.0,1974.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,3,2,PT17
4887,36º56´43.30N,8º6´24.55W,Unit_5,Trawl,Trawl,LEGAL,,CFR_95,TTW,OTB,17.9,,30.3,29.0,71.2,,1.0,1960.0,1960.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,2,3,PT15
4888,38º14´12.34N,8º53´19.10W,Unit_10,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_697,MOX,GNS,12.0,10.9,12.9,17.0,90.8,,1.0,2000.0,1999.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,6,2,PT17
4889,38º19´30.34N,9º9´27.33W,Unit_10,Traps,Traps,LEGAL,,CFR_54,MOX,GNS,13.7,10.2,17.1,21.0,104.7,,1.0,1990.0,1989.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,10,2,PT15
4890,36º55´51.66N,7º54´58.33W,Unit_18,Traps,Pots,LEGAL,,CFR_542,MOX,GNS,9.4,,2.2,6.0,61.8,,1.0,1984.0,1956.0,PTABF,Albufeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,4,2,PT15
4891,37º9´50.98N,7º30´19.48W,Unit_18,Towed Dredge,Towed Dredge,LEGAL,,CFR_518,FX,DRB,10.4,11.6,10.6,8.0,45.2,,1.0,1957.0,1957.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,2,PT15
4892,37º10´7.46N,7º29´14.78W,Unit_18,Towed Dredge,Towed Dredge,LEGAL,,CFR_339,FX,LLS,11.4,,18.6,7.0,28.2,,1.0,1976.0,1949.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,2,PT15
4893,37º8´46.41N,7º31´59.66W,Unit_18,Towed Dredge,Towed Dredge,LEGAL,,CFR_799,FX,DRB,8.4,6.6,8.3,6.0,14.0,,1.0,1952.0,1952.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,2,PT15
4894,36º49´4.62N,8º49´48.56W,Unit_28,Trawl,Trawl,LEGAL,,CFR_694,TTW,OTB,23.8,18.1,147.9,89.0,412.8,,2.0,1998.0,1997.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,4,2,PT15
4895,36º48´3.71N,8º40´12.83W,Unit_28,Trawl,Trawl,LEGAL,,CFR_319,TTW,OTB,22.1,22.6,175.2,,368.6,,2.0,1985.0,1985.0,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,5,2,PT16
4896,37º4´12.31N,8º38´15.18W,Unit_28,Gillnet/trammel net,Pots,LEGAL,,CFR_143,MOX,GNS,10.8,,6.8,12.0,114.2,,1.0,1964.0,1964.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,6,2,PT15
4897,36º59´0.39N,7º43´49.48W,Unit_18,Traps,Pots,LEGAL,,CFR_1188,MOX,GNS,4.7,5.2,20.7,4.0,33.8,,3.0,1992.0,1991.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,4,2,PT15
4898,36º55´37.30N,7º44´54.52W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_460,MOX,GNS,11.8,11.8,2.1,19.0,94.1,,1.0,1955.0,1955.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,4,2,PT15
4899,37º59´27.61N,8º55´22.54W,Unit_10,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1217,MOX,GNS,14.6,12.9,35.4,16.0,85.8,,1.0,2005.0,2005.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,6,2,PT18
4900,38º24´33.50N,9º5´39.12W,Unit_10,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1047,MOX,GNS,7.8,,8.9,3.0,42.5,,3.0,2002.0,2002.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,2,PT17
4901,38º24´15.14N,8º53´58.92W,Unit_10,Traps,Traps,LEGAL,,CFR_1194,MOX,FPO,3.9,,20.9,1.0,28.3,,3.0,1991.0,1976.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,2,PT17
4902,38º22´45.94N,8º52´32.15W,Unit_10,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1097,MOX,GNS,7.1,,6.6,3.0,34.3,,1.0,1963.0,1963.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,2,PT17
4903,37º9´10.05N,7º24´26.73W,Unit_5,Traps,Pound nets,LEGAL,,CFR_1006,MOX,GNS,4.7,,11.4,3.0,77.6,10.0,3.0,1992.0,1992.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,10,2,PT15
4904,36º50´23.61N,7º56´8.91W,Unit_5,Trawl,Trawl,LEGAL,,CFR_225,TTW,OTB,22.0,21.8,162.0,102.0,334.2,,2.0,1995.0,1995.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,7,3,PT15
4905,36º58´37.08N,7º50´9.03W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1192,MOX,GNS,12.7,,51.9,2.0,91.0,,3.0,2014.0,2015.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,8,2,PT15
4906,38º17´39.77N,8º54´26.61W,Unit_10,Traps,Traps,LEGAL,,CFR_381,MOX,GNS,12.2,9.1,32.0,6.0,11.5,,1.0,2004.0,2004.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,6,11,2,PT17
